,"time, s","msd_all, m^2","msd_x_all, m^2","msd_y_all, m^2","msd_z_all, m^2","msd_Cr, m^2","msd_x_Cr, m^2","msd_y_Cr, m^2","msd_z_Cr, m^2","msd_Ta, m^2","msd_x_Ta, m^2","msd_y_Ta, m^2","msd_z_Ta, m^2"
216,1.62e-08,1.3288288239748222e-19,4.5934429919024726e-20,4.1436533176042925e-20,4.551191930241452e-20,1.7150144619840933e-19,5.866894646490373e-20,5.401757280091079e-20,5.881492693259483e-20,5.57211816780515e-20,2.0490268929895388e-20,1.6299026269324527e-20,1.89318864788316e-20
217,1.6275e-08,1.335037203995076e-19,4.6158609438270315e-20,4.161689832654543e-20,4.572821263469188e-20,1.7230940734968722e-19,5.896772868714962e-20,5.424986150545895e-20,5.909181715707856e-20,5.596813885647304e-20,2.0565388751544487e-20,1.6375645724927146e-20,1.9027104380001407e-20
218,1.635e-08,1.3410781536771642e-19,4.637823073459119e-20,4.1788865274100803e-20,4.594071935902463e-20,1.7309823608685497e-19,5.926062468619863e-20,5.447406003979375e-20,5.936355136086264e-20,5.62031270949067e-20,2.06386037570631e-20,1.644325151374151e-20,1.9121271824102126e-20
219,1.6425e-08,1.3471839186691392e-19,4.659960619851731e-20,4.1965864438476476e-20,4.615292122992019e-20,1.7389543951117797e-19,5.955858429362216e-20,5.470019445975939e-20,5.963666075779643e-20,5.644081424956636e-20,2.0706960512399658e-20,1.6522076134233435e-20,1.9211777602933248e-20
220,1.65e-08,1.3533248092495689e-19,4.6827387702115046e-20,4.214027950197348e-20,4.6364813720868395e-20,1.7468897837716796e-19,5.985754729734246e-20,5.492405312470951e-20,5.990737795511602e-20,5.669635417962105e-20,2.0792518042119613e-20,1.6597700564358392e-20,1.930613557314305e-20
221,1.6575e-08,1.3594415628265862e-19,4.704946743845985e-20,4.231701990453853e-20,4.657766893966024e-20,1.7548397203539977e-19,6.015302925497318e-20,5.514971757450062e-20,6.01812252059261e-20,5.694175097981819e-20,2.0867936699606046e-20,1.6676688427251118e-20,1.939712585296102e-20
222,1.665e-08,1.3656586157826395e-19,4.727679234847739e-20,4.249572244985313e-20,4.679334677993346e-20,1.7629667328027863e-19,6.045747623731735e-20,5.537925976915238e-20,6.045993727380883e-20,5.718183741584018e-20,2.0941168094017816e-20,1.6753810970081415e-20,1.948685835174095e-20
223,1.6725e-08,1.371839516189839e-19,4.750364822130927e-20,4.2672824828373434e-20,4.7007478569301294e-20,1.7709839927243443e-19,6.076022951083821e-20,5.560685174101906e-20,6.073131802057727e-20,5.74330142176561e-20,2.1016377402582524e-20,1.6830032774395932e-20,1.9586604040677626e-20
224,1.6799999999999998e-08,1.3781347849157687e-19,4.7733636203980533e-20,4.285640499457029e-20,4.7223437293026034e-20,1.7791984857123257e-19,6.106968210591229e-20,5.58407909813203e-20,6.100937548399999e-20,5.767907108632729e-20,2.108759136476923e-20,1.6912993149950706e-20,1.9678486571607366e-20
225,1.6875e-08,1.384388434250103e-19,4.7963837856535e-20,4.303602299023777e-20,4.7438982578237556e-20,1.787335249395581e-19,6.137410701758334e-20,5.607204705588e-20,6.128737086609481e-20,5.792818094574779e-20,2.116949146639353e-20,1.6989435843456486e-20,1.976925363589781e-20
226,1.695e-08,1.3906274590121002e-19,4.819074864973582e-20,4.3220643357205445e-20,4.765135389426878e-20,1.7954754182869276e-19,6.167916665252113e-20,5.630706140962166e-20,6.156131376654993e-20,5.817222591329046e-20,2.1240257210576833e-20,1.70733666626316e-20,1.9858602040082022e-20
227,1.7025e-08,1.3967962145565512e-19,4.8416958918748455e-20,4.339834306378584e-20,4.78643194731208e-20,1.803554756828935e-19,6.198298675179188e-20,5.65366604538683e-20,6.183582847723312e-20,5.840735802896616e-20,2.1311399400772904e-20,1.7147369059773474e-20,1.9948589568419777e-20
228,1.71e-08,1.40299900111726e-19,4.864423596243288e-20,4.357997375439073e-20,4.8075690394902334e-20,1.811597406986813e-19,6.228762047787323e-20,5.676598395196569e-20,6.210613626884234e-20,5.86600233139616e-20,2.1384114166933914e-20,1.7233707285407862e-20,2.004220186161985e-20
229,1.7175e-08,1.4092290212192928e-19,4.887567504271878e-20,4.376027925468846e-20,4.8286947824521966e-20,1.8197079295952797e-19,6.259595033329331e-20,5.699908159079314e-20,6.237576103544152e-20,5.890729210852392e-20,2.1461921874246644e-20,1.7308531618291812e-20,2.0136838615985448e-20
230,1.725e-08,1.4153934341878763e-19,4.9100098422081056e-20,4.3940037399314347e-20,4.84992075973922e-20,1.82770752156873e-19,6.289456630179937e-20,5.722763104114619e-20,6.26485548139273e-20,5.915705603780863e-20,2.1538104982722004e-20,1.7390802446982353e-20,2.022814860810424e-20
231,1.7325e-08,1.421586141934095e-19,4.9324167871709044e-20,4.412190766405685e-20,4.87125386576436e-20,1.8357123690071322e-19,6.319158122704133e-20,5.74592065328519e-20,6.292044914081994e-20,5.941425280752724e-20,2.1616425952754117e-20,1.747335933831985e-20,2.032446751645332e-20
232,1.74e-08,1.4277937598369366e-19,4.954743604895291e-20,4.430598205029931e-20,4.892595788444139e-20,1.8437880473143149e-19,6.348725991857959e-20,5.769489645346417e-20,6.319664835938764e-20,5.966176737249082e-20,2.1695014528194786e-20,1.7554303467413306e-20,2.0412449376882683e-20
233,1.7475e-08,1.4339643955801951e-19,4.977009015491715e-20,4.4485712734215817e-20,4.914063666888644e-20,1.8517428354422134e-19,6.378143562704575e-20,5.792452304628113e-20,6.34683248708944e-20,5.99223489371514e-20,2.1774765119785294e-20,1.763433978647597e-20,2.05132440308901e-20
234,1.7549999999999998e-08,1.4401520801766718e-19,4.9990528717266753e-20,4.466936021728954e-20,4.935531908311089e-20,1.859744284426986e-19,6.407538317225383e-20,5.815830711083073e-20,6.374073815961399e-20,6.01787187699971e-20,2.1848329288650054e-20,1.771781202960852e-20,2.0612577451738513e-20
235,1.7625e-08,1.446458665713436e-19,5.021415841584095e-20,4.4858797190817657e-20,4.9572910964685004e-20,1.8678826492756238e-19,6.437313797081843e-20,5.839840926064992e-20,6.401671769609403e-20,6.044337923069555e-20,2.1923853562829275e-20,1.7806017605977044e-20,2.0713508061889237e-20
236,1.77e-08,1.4527041064936666e-19,5.0438762718800883e-20,4.504374993322206e-20,4.978789799734372e-20,1.8759590480594249e-19,6.466833584401197e-20,5.863548400215665e-20,6.429208495977392e-20,6.070208931698953e-20,2.2007408603388913e-20,1.7886828150956337e-20,2.080785256264433e-20
237,1.7775e-08,1.459036005140541e-19,5.0666410452665034e-20,4.5235739603184664e-20,5.0001450458204395e-20,1.8841706047684184e-19,6.497102580401678e-20,5.888176001552791e-20,6.456427465729723e-20,6.095971468996841e-20,2.2085118451819706e-20,1.7970351162116078e-20,2.0904245076032605e-20
238,1.785e-08,1.4653588289105326e-19,5.08929654676501e-20,4.542018996420686e-20,5.022272745919626e-20,1.8923433269384378e-19,6.526976693451824e-20,5.911893109136288e-20,6.484563466796262e-20,6.122237869524338e-20,2.21674422242787e-20,1.8049463063658922e-20,2.1005473407305706e-20
239,1.7925e-08,1.471716073556916e-19,5.1118670973213266e-20,4.5612332700063077e-20,5.044060368241523e-20,1.900602836379575e-19,6.557296373181075e-20,5.936244764664269e-20,6.512487225950398e-20,6.147802173702376e-20,2.2238316496562515e-20,1.813895850015889e-20,2.1100746740302352e-20
240,1.8e-08,1.4780257640464624e-19,5.1342975082143596e-20,4.5800552275559917e-20,5.0659049046942714e-20,1.9088294423701059e-19,6.587283060672901e-20,5.960574857952682e-20,6.540436505075483e-20,6.172598208333987e-20,2.231164265704428e-20,1.8217122941657216e-20,2.119721648463837e-20
241,1.8075e-08,1.484418879918402e-19,5.157063709649042e-20,4.5991824632744464e-20,5.087942626260524e-20,1.9170598203496943e-19,6.61737173103268e-20,5.984881326614967e-20,6.568345145849294e-20,6.199820008925944e-20,2.2392998309860262e-20,1.8304911796858672e-20,2.130028998254049e-20
242,1.815e-08,1.4907128144203953e-19,5.179707623350197e-20,4.618143491676236e-20,5.109277029177525e-20,1.9252562667715747e-19,6.647571199304649e-20,6.009156147947043e-20,6.595835320464062e-20,6.224746273984113e-20,2.246847392488089e-20,1.838835000728908e-20,2.1390638807671158e-20
243,1.8225e-08,1.4970270387950888e-19,5.202241558758827e-20,4.637073587994367e-20,5.1309552411976895e-20,1.933456115930404e-19,6.678053754081212e-20,6.033483895856851e-20,6.623023509365974e-20,6.250212850657398e-20,2.2534996138080486e-20,1.846980336151962e-20,2.149732900697393e-20
244,1.83e-08,1.5032600328611402e-19,5.224811479376757e-20,4.6557709548032005e-20,5.152017894431452e-20,1.9415106921931957e-19,6.707903137338313e-20,6.057706227130938e-20,6.649497557462709e-20,6.276146725160391e-20,2.261524826848104e-20,1.854638564976487e-20,2.159983333335798e-20
245,1.8375e-08,1.5093720484172784e-19,5.2471461949984865e-20,4.673971537377339e-20,5.1726027517969665e-20,1.9494258460576092e-19,6.737833403306432e-20,6.080901741006437e-20,6.675523316263225e-20,6.301239332101346e-20,2.268683276836317e-20,1.8628590406731116e-20,2.1696970145919167e-20
246,1.845e-08,1.5155671940616714e-19,5.269348888486789e-20,4.692477771725303e-20,5.19384528040463e-20,1.9574026444430622e-19,6.767396689124747e-20,6.104369671699473e-20,6.702260083606381e-20,6.327592531629213e-20,2.2761791618214873e-20,1.871451573144092e-20,2.1799617966636345e-20
247,1.8525e-08,1.5217159408114102e-19,5.2912830913706086e-20,4.7109953056560397e-20,5.214881011087452e-20,1.965340840401853e-19,6.796773864848397e-20,6.128035491132829e-20,6.728599048037302e-20,6.35332596512538e-20,2.283241956081974e-20,1.8796825913147287e-20,2.1904014177286752e-20
248,1.86e-08,1.527817415704905e-19,5.3135539338683134e-20,4.7295546354460034e-20,5.235065587734728e-20,1.973239757634207e-19,6.826604204195002e-20,6.151944421412746e-20,6.753848950734327e-20,6.378426973578812e-20,2.2904085695241698e-20,1.8875531685632504e-20,2.20046523549139e-20
249,1.8675e-08,1.5340159309500474e-19,5.3356434641089015e-20,4.7480314422258345e-20,5.256484403165736e-20,1.9812027241970153e-19,6.856042279204392e-20,6.175325174944976e-20,6.780659787820782e-20,6.405157561616722e-20,2.2978153628536467e-20,1.8962316598592744e-20,2.2111105389038005e-20
250,1.875e-08,1.5401694636941288e-19,5.358082062631717e-20,4.766260826737162e-20,5.2773517475724044e-20,1.9891247017151443e-19,6.886017480943145e-20,6.198583733073096e-20,6.806645803135198e-20,6.431358533513571e-20,2.305195474872752e-20,1.904412519741736e-20,2.2217505388990833e-20
251,1.8825e-08,1.5461784745906984e-19,5.3800276645503215e-20,4.784111089892053e-20,5.297645991464615e-20,1.9968692355035942e-19,6.915168551616346e-20,6.221565568564979e-20,6.831958234854622e-20,6.456772081573166e-20,2.3127442124633314e-20,1.9120096608248646e-20,2.2320182082849676e-20
252,1.89e-08,1.5523477135554302e-19,5.402266205085666e-20,4.802539926527662e-20,5.318671003940968e-20,2.0047793650584907e-19,6.944724601124706e-20,6.244968113897648e-20,6.858100935562541e-20,6.483680661186522e-20,2.320362027062353e-20,1.9205007943411457e-20,2.2428178397830258e-20
253,1.8975e-08,1.5585085679592672e-19,5.424759092220874e-20,4.820965852500163e-20,5.3393607348716376e-20,2.0127397816688867e-19,6.974389216864397e-20,6.268778351223162e-20,6.884230248601301e-20,6.509333108793054e-20,2.3285254642710117e-20,1.9281686138407284e-20,2.252639030681316e-20
254,1.905e-08,1.5647499971949701e-19,5.447493800734188e-20,4.8393977694670837e-20,5.3606084017484273e-20,2.0207818350117873e-19,7.004373555903742e-20,6.292551947082994e-20,6.91089284713113e-20,6.535770087445702e-20,2.3367750711668848e-20,1.935927605988412e-20,2.263067410290406e-20
255,1.9125e-08,1.5709568289835081e-19,5.470062150043398e-20,4.857816438426792e-20,5.381689701364886e-20,2.0287841334697124e-19,7.034121207030459e-20,6.316260354937135e-20,6.937459772729539e-20,6.561964139651708e-20,2.3449988389149592e-20,1.9437771286805392e-20,2.2731881720562105e-20
256,1.92e-08,1.5771763945735816e-19,5.493123330801712e-20,4.8763715076769627e-20,5.402269107257143e-20,2.0368023249957166e-19,7.064406580415282e-20,6.340194205450217e-20,6.963422464091668e-20,6.588222406246681e-20,2.3536257441714653e-20,1.9515851408370407e-20,2.2830115212381768e-20
257,1.9275e-08,1.5834396780322682e-19,5.516187556429838e-20,4.894666315342762e-20,5.42354290855009e-20,2.0448753675504218e-19,7.094747990586567e-20,6.363939959153012e-20,6.990065725764649e-20,6.614695405770523e-20,2.3621498139643497e-20,1.9589887028078233e-20,2.2935568889983525e-20
258,1.935e-08,1.5897894277725851e-19,5.539361968037726e-20,4.9134072174348635e-20,5.445125092253262e-20,2.0530003023938626e-19,7.125163495537305e-20,6.387558371150463e-20,7.017281157250869e-20,6.64272387269522e-20,2.370856181646964e-20,1.9679841114757674e-20,2.3038835795724847e-20
259,1.9425e-08,1.595970120779895e-19,5.562092863593087e-20,4.931138092988288e-20,5.466470251217581e-20,2.0610098386745988e-19,7.155151420196208e-20,6.410801686193766e-20,7.044145280356017e-20,6.667989656895016e-20,2.3790871928802107e-20,1.9747008745328115e-20,2.314201589481993e-20
260,1.95e-08,1.60222918443869e-19,5.585094372170064e-20,4.949548808456957e-20,5.487648663759871e-20,2.0690508134371466e-19,7.185513472228392e-20,6.434434816740866e-20,7.070559845402206e-20,6.694976874359153e-20,2.387381990608212e-20,1.9826769598740864e-20,2.3249179238768517e-20
261,1.9574999999999998e-08,1.6084636542582167e-19,5.607959899422517e-20,4.9676547719388376e-20,5.50902187122082e-20,2.0770667375906225e-19,7.215536565723265e-20,6.457971110845873e-20,7.097159699337095e-20,6.72172727990538e-20,2.3959463649973882e-20,1.989932868224191e-20,2.3358480466838008e-20
262,1.965e-08,1.6147425481451194e-19,5.630678894579524e-20,4.9862917798240875e-20,5.530454807047585e-20,2.0852371434390217e-19,7.245672096030415e-20,6.482821839802146e-20,7.123877498557665e-20,6.74672292313745e-20,2.4038467752743177e-20,1.9961545701413538e-20,2.3467215777217823e-20
263,1.9725e-08,1.6210730183495614e-19,5.654089995128702e-20,5.004892675861101e-20,5.551747512505804e-20,2.0934270255077632e-19,7.277011818272398e-20,6.506865207349203e-20,7.150393229456028e-20,6.772875704533864e-20,2.4114161180271338e-20,2.0038811529854544e-20,2.3575784335212778e-20
264,1.98e-08,1.6274243370541758e-19,5.677163555733074e-20,5.023403813684471e-20,5.573676001124222e-20,2.1015541418949265e-19,7.307400802457626e-20,6.530753080685699e-20,7.177387535805947e-20,6.800907621477543e-20,2.4198731194064735e-20,2.0116493212191205e-20,2.3693851808519452e-20
265,1.9875e-08,1.6338064031759974e-19,5.700205065374876e-20,5.0419415544125635e-20,5.595917411972526e-20,2.1097919803438572e-19,7.337859412537317e-20,6.554827962905608e-20,7.205232427995647e-20,6.827649081706804e-20,2.4280949146967797e-20,2.0191235936930635e-20,2.380430573316965e-20
266,1.995e-08,1.6402646078728153e-19,5.723901837112908e-20,5.0607179095231925e-20,5.618026332092058e-20,2.1180887467999892e-19,7.36899475947518e-20,6.57909798417822e-20,7.23279472434649e-20,6.855495802898126e-20,2.4369290645023612e-20,2.0269233462964506e-20,2.391643392099311e-20
267,2.0025e-08,1.6466510142913583e-19,5.746729830720519e-20,5.0794074924056956e-20,5.640372819787365e-20,2.126323200509985e-19,7.39952186086092e-20,6.603235344903838e-20,7.260474799335073e-20,6.882435015928159e-20,2.444373879873577e-20,2.0347280136838193e-20,2.4033331223707605e-20
268,2.01e-08,1.6530291786154673e-19,5.770484299272153e-20,5.097431439900163e-20,5.662376046982365e-20,2.1344839087451807e-19,7.431000477001199e-20,6.626206215511037e-20,7.287632394939581e-20,6.910600596258248e-20,2.4526951394737005e-20,2.0428677769120235e-20,2.4150376798725274e-20
269,2.0175e-08,1.6594134365796088e-19,5.793952660790371e-20,5.115419179346514e-20,5.684762525659212e-20,2.142720981815933e-19,7.462198201652198e-20,6.649453072297517e-20,7.315558544209598e-20,6.937423061562556e-20,2.46071987113871e-20,2.0503475533916714e-20,2.4263556370321765e-20
270,2.025e-08,1.665928048417818e-19,5.817955157476742e-20,5.1342793491467626e-20,5.707045977554676e-20,2.1510548210252266e-19,7.493841350051715e-20,6.673506483212418e-20,7.343200376988139e-20,6.966220164307501e-20,2.469455987546679e-20,2.0588313840116795e-20,2.437932792749138e-20
271,2.0325e-08,1.6723991911295059e-19,5.841012941816933e-20,5.152935586363406e-20,5.730043383114721e-20,2.159367468937403e-19,7.524442825716833e-20,6.697453683887216e-20,7.371778179769993e-20,6.994137454313028e-20,2.4774411230091253e-20,2.0669160282250107e-20,2.4497803030788946e-20
272,2.04e-08,1.678802769448836e-19,5.864017307495144e-20,5.1711854094602093e-20,5.75282497753301e-20,2.167575629822368e-19,7.555109831468998e-20,6.721013612552658e-20,7.399632854202024e-20,7.022116831946907e-20,2.4851351746333296e-20,2.0745560114844795e-20,2.4624256458291e-20
273,2.0475e-08,1.685262299901208e-19,5.887345541432855e-20,5.189906852987093e-20,5.775370604592133e-20,2.1758427617820497e-19,7.58582200057046e-20,6.744982626022705e-20,7.427622991227347e-20,7.050595411041326e-20,2.493709959991911e-20,2.0827925642850755e-20,2.4740928867643402e-20
274,2.055e-08,1.6917271538603196e-19,5.910348851096662e-20,5.208491051756042e-20,5.798431635750492e-20,2.1841111398857445e-19,7.616361076612096e-20,6.768525710513807e-20,7.456224611731536e-20,7.079208692821793e-20,2.5016564551937747e-20,2.0914686769334053e-20,2.4860835606946096e-20
275,2.0625e-08,1.698177798700244e-19,5.933318251650064e-20,5.2271819136550024e-20,5.821277821697364e-20,2.1923634806094817e-19,7.646964116136963e-20,6.792138819364229e-20,7.484531870593628e-20,7.107716412917466e-20,2.5093734872553458e-20,2.1003246586930148e-20,2.4980182669691038e-20
276,2.07e-08,1.7045643355667598e-19,5.956049363425252e-20,5.245562609374429e-20,5.84403138286791e-20,2.200555921244688e-19,7.677130383461665e-20,6.815537936223455e-20,7.512890892761757e-20,7.13549897776679e-20,2.5172488097196868e-20,2.1086783137366285e-20,2.5095718543104732e-20
277,2.0775e-08,1.7108771614933047e-19,5.97784490283264e-20,5.264079977080686e-20,5.866846735019704e-20,2.20870261013355e-19,7.706455265603169e-20,6.83940228380203e-20,7.541168551930306e-20,7.161985795421872e-20,2.524000369406378e-20,2.116512165018322e-20,2.5214732609971673e-20
278,2.085e-08,1.717156447080369e-19,6.000208234544219e-20,5.2822025223816284e-20,5.889153713877842e-20,2.2167645247660786e-19,7.736134922308392e-20,6.862789592243285e-20,7.568720733109117e-20,7.189160887356793e-20,2.531745340827918e-20,2.1241154667791462e-20,2.533300079749729e-20
279,2.0925e-08,1.7234901061318122e-19,6.022834631936392e-20,5.3002843295836124e-20,5.911782099798118e-20,2.224926836347997e-19,7.766565277858984e-20,6.885969496379234e-20,7.59673358924176e-20,7.215960143131458e-20,2.538779064009032e-20,2.1320110373337675e-20,2.5451700417886598e-20
280,2.1e-08,1.7297444309917083e-19,6.045178083963749e-20,5.3177292661885975e-20,5.93453695976473e-20,2.2329377975987305e-19,7.796235325417887e-20,6.908553208707379e-20,7.624589441862033e-20,7.243404973218177e-20,2.546483634730192e-20,2.1391884591637643e-20,2.557732879324217e-20
281,2.1075e-08,1.7361025658438866e-19,6.06746883677522e-20,5.3362176565741564e-20,5.957339165089475e-20,2.2410282822494837e-19,7.825741434519611e-20,6.931808643037158e-20,7.652732744938064e-20,7.272373160725463e-20,2.5543577674539062e-20,2.1481520722935997e-20,2.5698633209779524e-20
282,2.115e-08,1.7424299602695112e-19,6.089460700031187e-20,5.35474074679872e-20,5.980098155865205e-20,2.249119455837343e-19,7.855141495343021e-20,6.955260690241075e-20,7.680792372789335e-20,7.300405970548786e-20,2.5615477047108444e-20,2.156826875428563e-20,2.5820313904093846e-20
283,2.1225e-08,1.7488663035994285e-19,6.111335355922713e-20,5.3733404206794485e-20,6.003987259392123e-20,2.2573748795124685e-19,7.884466028647595e-20,6.979052229693937e-20,7.710230536783172e-20,7.328423325856756e-20,2.568537156318116e-20,2.1650529585274505e-20,2.5948332110111908e-20
284,2.13e-08,1.7552218468894535e-19,6.13296631643697e-20,5.392001395506128e-20,6.027250756951444e-20,2.26548036043264e-19,7.912651316747737e-20,7.00292558407413e-20,7.739226703504539e-20,7.357014184623452e-20,2.5770722630816648e-20,2.17329935467592e-20,2.6066425668658687e-20
285,2.1375e-08,1.7614512480031118e-19,6.154809477023156e-20,5.410358474419527e-20,6.049344528588443e-20,2.2734112272485075e-19,7.941573904681192e-20,7.025925459481689e-20,7.76661290832219e-20,7.385312113467846e-20,2.5847703959798375e-20,2.1823799085629016e-20,2.6181618089251074e-20
286,2.145e-08,1.767758412330156e-19,6.176506278809698e-20,5.429313739985228e-20,6.071764104506635e-20,2.2815199215302103e-19,7.970387379836632e-20,7.050245721819197e-20,7.794566113646266e-20,7.41238834377705e-20,2.592247750781274e-20,2.1906156590943014e-20,2.629524933901476e-20
287,2.1525e-08,1.7740879817974489e-19,6.198943328428836e-20,5.447483762878944e-20,6.094452726666698e-20,2.2895514447581104e-19,8.00013652382445e-20,7.073012758983767e-20,7.822365164772891e-20,7.441678204522175e-20,2.6000748930973615e-20,2.199600631989824e-20,2.642002679434991e-20
288,2.16e-08,1.78036879128023e-19,6.221304000282892e-20,5.465228121151236e-20,6.11715579136817e-20,2.297558470727863e-19,8.029569001293872e-20,7.095588408857853e-20,7.850427297126879e-20,7.469995684776386e-20,2.6083057658410195e-20,2.2076918431749307e-20,2.6539980757604366e-20
289,2.1675e-08,1.786620037205025e-19,6.243805441327174e-20,5.483049548353094e-20,6.139345382369987e-20,2.3054402838312874e-19,8.058697357501707e-20,7.117882368579918e-20,7.877823112231246e-20,7.499928647466936e-20,2.6175663197518965e-20,2.216576940751463e-20,2.6657853869635813e-20
290,2.175e-08,1.7928314987315808e-19,6.265371543999871e-20,5.500738061087712e-20,6.162205382228233e-20,2.3133412678950946e-19,8.086916540670803e-20,7.14020678530446e-20,7.906289352975685e-20,7.528285810474531e-20,2.6258392557296354e-20,2.2250027000062057e-20,2.6774438547386894e-20
291,2.1825e-08,1.798998049022985e-19,6.28704926162504e-20,5.519098969660832e-20,6.183832258943977e-20,2.3211930736310824e-19,8.11497702709491e-20,7.163428079004344e-20,7.933525630211556e-20,7.556279119642306e-20,2.6347639021022427e-20,2.2336523312654925e-20,2.687862886274569e-20
292,2.19e-08,1.8052646702031958e-19,6.309414489520611e-20,5.537304866066261e-20,6.20592734644509e-20,2.329133471432102e-19,8.144068295233818e-20,7.18625362801699e-20,7.961012791070217e-20,7.585502489977841e-20,2.64369018630847e-20,2.242627945215497e-20,2.6991843584538736e-20
293,2.1975e-08,1.8113842133270807e-19,6.33124593720785e-20,5.555211317543965e-20,6.227384878518993e-20,2.336911103401276e-19,8.172489518630868e-20,7.20897870326037e-20,7.987642812121521e-20,7.613568528858663e-20,2.652354953231776e-20,2.2509065605363818e-20,2.7103070150904983e-20
294,2.205e-08,1.8175128823504758e-19,6.352406928173152e-20,5.572759060692147e-20,6.249962834639444e-20,2.3447423140248373e-19,8.2002580368488e-20,7.231525560062894e-20,8.015639543336665e-20,7.640837639854917e-20,2.6603137950185007e-20,2.2584658402697397e-20,2.7220580045666714e-20
295,2.2125e-08,1.8236725724048735e-19,6.373703301141689e-20,5.590854994151023e-20,6.272167428756016e-20,2.352668416524821e-19,8.228412335824192e-20,7.254839178710752e-20,8.043432650713274e-20,7.667140791730233e-20,2.6679077103600597e-20,2.266136594142032e-20,2.733096487228144e-20
296,2.22e-08,1.829765582622659e-19,6.39493127029821e-20,5.607844215925205e-20,6.29488034000317e-20,2.360513361710651e-19,8.256699530397036e-20,7.276582317421761e-20,8.071851769287713e-20,7.693066412027065e-20,2.6750310162335656e-20,2.2736272670365802e-20,2.74440812875692e-20
297,2.2275e-08,1.8359095903867302e-19,6.416407746471661e-20,5.625816726055401e-20,6.316871431340243e-20,2.3684636423798995e-19,8.285570144557923e-20,7.299727032056502e-20,8.099339247184572e-20,7.718416310331905e-20,2.681733658107905e-20,2.2812654701196032e-20,2.755417182104398e-20
298,2.2349999999999998e-08,1.8420497210725316e-19,6.437400542845843e-20,5.644151044345517e-20,6.338945623533954e-20,2.376362116391367e-19,8.313595240704797e-20,7.323090981653394e-20,8.126934941555483e-20,7.744685093319658e-20,2.6886755898971796e-20,2.2895503492948145e-20,2.766459154127663e-20
299,2.2425e-08,1.8481971945619296e-19,6.458339419792515e-20,5.661998055411342e-20,6.361634470415435e-20,2.3843315320088274e-19,8.341399019063139e-20,7.346502375037631e-20,8.155413925987501e-20,7.769756570459606e-20,2.6958980720311025e-20,2.2962794636580472e-20,2.7775790347704584e-20
300,2.25e-08,1.85436046357623e-19,6.479185769485745e-20,5.680594962259708e-20,6.383823904016842e-20,2.3922865651345265e-19,8.369000453227597e-20,7.370499279443185e-20,8.183365918674465e-20,7.795588973767437e-20,2.703247446306214e-20,2.3040869222622598e-20,2.7882546051989676e-20
301,2.2575e-08,1.8605355371753555e-19,6.499881608115244e-20,5.699126577683716e-20,6.406347185954585e-20,2.400429167019235e-19,8.3971634747544e-20,7.39473416370165e-20,8.212394031736294e-20,7.818027572333836e-20,2.7090235034827072e-20,2.3112231392142952e-20,2.797780929636837e-20
302,2.265e-08,1.8665956268565142e-19,6.520060473564862e-20,5.717555295533709e-20,6.428340499466577e-20,2.408395130870198e-19,8.424330620842056e-20,7.418939816436116e-20,8.240680871423809e-20,7.840548209854251e-20,2.715239456641874e-20,2.318109270371282e-20,2.8071994828410924e-20
303,2.2725e-08,1.8728328291527568e-19,6.541262138071885e-20,5.736168443186352e-20,6.450897710269334e-20,2.416542235566731e-19,8.452684216202573e-20,7.443268390174598e-20,8.269469749290143e-20,7.86475948759211e-20,2.7221512280568604e-20,2.325302728793813e-20,2.8173055307414396e-20
304,2.28e-08,1.8790764126571542e-19,6.561873940372869e-20,5.755140167323279e-20,6.473750018875403e-20,2.424693472745369e-19,8.480423705482547e-20,7.467665303225676e-20,8.298845718745453e-20,7.889079508012144e-20,2.7285215776635e-20,2.3334346711745373e-20,2.8271232591741107e-20
305,2.2875e-08,1.8852640462218322e-19,6.582457561316591e-20,5.773591436237349e-20,6.496591464664385e-20,2.4326962535842166e-19,8.507667283474454e-20,7.491591999688756e-20,8.327703252678945e-20,7.91468835027072e-20,2.73579829223945e-20,2.3409457791850387e-20,2.837944278846233e-20
306,2.295e-08,1.8914795246321752e-19,6.603298472201102e-20,5.792434816818739e-20,6.519061957301897e-20,2.440790360117093e-19,8.535697116753707e-20,7.515897222735355e-20,8.35630926168185e-20,7.939307263878971e-20,2.7422753991985374e-20,2.3488761424970658e-20,2.848155722183366e-20
307,2.3025e-08,1.897776916758526e-19,6.623040424912289e-20,5.812204955269799e-20,6.542523787403179e-20,2.4489475337912224e-19,8.562153431168828e-20,7.541263405975607e-20,8.386058500767792e-20,7.965121878045272e-20,2.7486017424895687e-20,2.3574651211447133e-20,2.859055014410991e-20
308,2.31e-08,1.9039151493079604e-19,6.643295024359435e-20,5.83090962452357e-20,6.564946844196599e-20,2.4568823859540383e-19,8.58969836043138e-20,7.565046777908723e-20,8.414078721200279e-20,7.990606901498808e-20,2.7542899212313136e-20,2.3660223043809768e-20,2.8702946758865133e-20
309,2.3175e-08,1.9101497699933698e-19,6.663456692844605e-20,5.850204233549689e-20,6.587836773539406e-20,2.46493848369997e-19,8.617037919408386e-20,7.589907621797127e-20,8.442439295794177e-20,8.016559142866318e-20,2.760109828050172e-20,2.3741953152349892e-20,2.882253999581154e-20
310,2.325e-08,1.9162673236547622e-19,6.683344164944e-20,5.868625466363727e-20,6.610703605239896e-20,2.472847430733689e-19,8.644306344589637e-20,7.61339178693284e-20,8.470776175814414e-20,8.041941800185485e-20,2.76524980990984e-20,2.382500571945371e-20,2.8941914183302713e-20
