,"time, s","msd_x_all, m^2","msd_y_all, m^2","msd_z_all, m^2","msd_all, m^2","msd_x_Cr, m^2","msd_y_Cr, m^2","msd_z_Cr, m^2","msd_Cr, m^2","msd_x_Ta, m^2","msd_y_Ta, m^2","msd_z_Ta, m^2","msd_Ta, m^2"
265,1.9875e-08,5.475985105667416e-20,8.120124983864087e-20,8.262323463292579e-20,2.185843355282408e-19,7.255464296781184e-20,9.572025719116034e-20,9.923976576374009e-20,2.675146659227123e-19,1.9205022687350265e-20,5.2191592569837386e-20,4.94226265336621e-20,1.2081924179084974e-19
266,1.995e-08,5.487884048869413e-20,8.775125183367006e-20,8.178245948041928e-20,2.2441255180278344e-19,7.239192156270863e-20,1.0263153123522806e-19,9.862350524048975e-20,2.736469580384264e-19,1.9886883577137785e-20,5.80197560762602e-20,4.813326062777849e-20,1.2603990028117647e-19
267,2.0025e-08,5.52459616979589e-20,8.569187889717116e-20,6.149304438045729e-20,2.0243088497558733e-19,7.300201962614324e-20,1.0101516132740786e-19,7.866737593701365e-20,2.5268455689056474e-19,1.9768525642231246e-20,5.507524232269434e-20,2.7177924883665995e-20,1.0202169284859158e-19
268,2.01e-08,5.521848068252701e-20,8.345660076124414e-20,5.923718130100435e-20,1.9791226274477553e-19,7.317334533763307e-20,9.856970322795896e-20,7.648775260037769e-20,2.482308011659697e-19,1.9343819467344418e-20,5.325991360606983e-20,2.4769731224326774e-20,9.737346429774103e-20
269,2.0175e-08,5.54123841846079e-20,8.409314579675165e-20,6.330541050150296e-20,2.028109404828625e-19,7.328048528320019e-20,9.938008546338776e-20,8.06671869041218e-20,2.5332775765070972e-19,1.971108062238154e-20,5.354912376751585e-20,2.861576741580163e-20,1.0187597180569902e-19
270,2.025e-08,5.599034631138123e-20,1.1518458257834564e-19,6.151192841045866e-20,2.326868573001855e-19,7.407019889581391e-20,1.3017933175324033e-19,7.862432185629922e-20,2.828738525053534e-19,1.9865953354594806e-20,8.522437084803856e-20,2.732056416222644e-20,1.3241088836485981e-19
271,2.0325e-08,5.650042425359517e-20,1.1644608042004328e-19,6.194875548518275e-20,2.3489526015882122e-19,7.495167419528225e-20,1.315499828789061e-19,7.943784470360571e-20,2.8593950177779404e-19,1.963396196776335e-20,8.626777531180757e-20,2.7004735425716578e-20,1.329064727052875e-19
272,2.04e-08,5.681345073093662e-20,1.2563781458355637e-19,6.317051552082398e-20,2.4562178083531697e-19,7.522804335089647e-20,1.4081171293404867e-19,8.045933284491003e-20,2.9649908912985515e-19,2.002023149222779e-20,9.531965440278751e-20,2.8626648093987964e-20,1.4396653398900326e-19
273,2.0475e-08,5.700349580293164e-20,1.2418186815703433e-19,6.286398100338639e-20,2.440493449633524e-19,7.546128853622988e-20,1.3976964230408655e-19,8.038283729997822e-20,2.9561376814029464e-19,2.012396071276736e-20,9.30367647343109e-20,2.7860484926407e-20,1.4102121037348527e-19
274,2.055e-08,5.706293158285862e-20,1.1920791736234235e-19,5.717778026300561e-20,2.3344862920820656e-19,7.556475149057735e-20,1.344727617340628e-19,7.476528722168024e-20,2.848028004463204e-19,2.0095428134428417e-20,8.870804276806499e-20,2.2037116945185038e-20,1.3084058784767843e-19
275,2.0625e-08,5.810800511217075e-20,1.2131879606482928e-19,5.566706047095397e-20,2.35093861647954e-19,7.689630945873079e-20,1.3656221483734126e-19,7.305555399936547e-20,2.8651407829543754e-19,2.056809232597757e-20,9.086173082209529e-20,2.0924035315553606e-20,1.3235385846362646e-19
276,2.07e-08,5.878915361741161e-20,1.190162401998949e-19,5.59070518532996e-20,2.337124456706061e-19,7.762818440079127e-20,1.344793072658783e-19,7.34374459889123e-20,2.855449376555819e-19,2.114788703265105e-20,8.812030737079139e-20,2.0880502633120307e-20,1.3014869703656277e-19
277,2.0775e-08,5.964127550909708e-20,1.238542217979073e-19,5.680424715822535e-20,2.4029974446522975e-19,7.863579357040325e-20,1.394000710540624e-19,7.47245826312504e-20,2.9276044725571604e-19,2.1689338054573247e-20,9.279288627242551e-20,2.0998576867396013e-20,1.3548080119439475e-19
278,2.085e-08,5.84039621945568e-20,1.29280246866341e-19,5.716242407874989e-20,2.4484663313964767e-19,7.704288294487408e-20,1.4567538627517816e-19,7.547902311031747e-20,2.9819729233036975e-19,2.1162524836012707e-20,9.652198980532454e-20,2.0565000623098234e-20,1.3824951526443547e-19
279,2.0925e-08,5.880312299433762e-20,1.2249775686521973e-19,5.719647981653138e-20,2.384973596760887e-19,7.763289284030094e-20,1.3851691901201209e-19,7.545715053697647e-20,2.916069623892895e-19,2.1180360196641383e-20,9.049071999770293e-20,2.071080374814209e-20,1.323818839424864e-19
280,2.1e-08,5.862553676338237e-20,1.2750546899921208e-19,5.783051254562973e-20,2.439615183082242e-19,7.762882628806497e-20,1.4344178244684924e-19,7.628763278471771e-20,2.9735824151963195e-19,2.0656073513870045e-20,9.56639677161402e-20,2.0952321130420732e-20,1.3727236236043097e-19
281,2.1075e-08,5.874332473709321e-20,1.2441051597606076e-19,5.810278511362384e-20,2.412566258267778e-19,7.763985102107648e-20,1.4060198776917173e-19,7.640287052940677e-20,2.9464470931965503e-19,2.0987179447025115e-20,9.205919635818467e-20,2.15383566363857e-20,1.345847324415955e-19
282,2.115e-08,5.916285693288757e-20,1.2194349357093553e-19,5.762204551932132e-20,2.3872839602314437e-19,7.821803446268955e-20,1.3810620913698416e-19,7.558034083911102e-20,2.919045844387847e-19,2.1089719016896472e-20,8.96496302426781e-20,2.1740529675288394e-20,1.3247987893486296e-19
283,2.1225e-08,5.958654005359814e-20,1.216027641539287e-19,5.801532760554375e-20,2.3920463181307054e-19,7.899901568255084e-20,1.375151945513446e-19,7.621352673503391e-20,2.9272773696892936e-19,2.0799503787155542e-20,8.980898232471681e-20,2.165447270423822e-20,1.3226295881611058e-19
284,2.13e-08,5.953283775202264e-20,1.2415279697497446e-19,5.886072317351661e-20,2.425463579005137e-19,7.883517293661541e-20,1.398368209960378e-19,7.731251993788168e-20,2.959845138705349e-19,2.0965867256244496e-20,9.281538179226391e-20,2.1993168310341894e-20,1.357744173588503e-19
285,2.1375e-08,5.958181062467077e-20,1.22533337959343e-19,5.923535300305269e-20,2.413505015870665e-19,7.888537547308461e-20,1.3806557580359395e-19,7.771939196558134e-20,2.946703432422599e-19,2.1012383202937647e-20,9.149919867288061e-20,2.23033767165941e-20,1.3481495859241235e-19
286,2.145e-08,5.949860419949448e-20,1.1999273438308105e-19,6.000939547264927e-20,2.395007340552248e-19,7.910320095882686e-20,1.3579835288806758e-19,7.887101906503573e-20,2.937725729119302e-19,2.0327700908875327e-20,8.841236772175066e-20,2.2322987396455264e-20,1.3106305602708126e-19
287,2.1525e-08,5.957636696456659e-20,1.2667432101633153e-19,5.954846007607979e-20,2.4579914805697793e-19,7.909126996803728e-20,1.423913725314672e-19,7.829987505805794e-20,2.997825175575624e-19,2.0584676002553874e-20,9.527091535230078e-20,2.208225396951013e-20,1.3793784532436479e-19
288,2.16e-08,6.009706702836854e-20,1.3002237368206672e-19,5.997055874775257e-20,2.5008999945818785e-19,8.006784498099787e-20,1.4604409802381588e-19,7.897818841295799e-20,3.0509013141777175e-19,2.0194516548798598e-20,9.801021742892339e-20,2.19924236940316e-20,1.4019715767175358e-19
289,2.1675e-08,6.034097818778741e-20,1.2426753505659336e-19,5.957207613949683e-20,2.441805893838776e-19,8.038061092982737e-20,1.4021735597600018e-19,7.834496541780616e-20,2.9894293232363373e-19,2.030085261140675e-20,9.239904521176295e-20,2.206296338224987e-20,1.3476286120541956e-19
290,2.175e-08,6.102109989162596e-20,1.21961174372206e-19,6.006020693139372e-20,2.4304248119522564e-19,8.120771855698738e-20,1.379454322543368e-19,7.889580574946707e-20,2.9804895656079126e-19,2.0687289550483915e-20,9.002387786162034e-20,2.2425797574188566e-20,1.331369649862928e-19
291,2.1825e-08,6.07284386117967e-20,1.235028664833561e-19,6.030933822535372e-20,2.445406433205065e-19,8.093287965026516e-20,1.3945571675608787e-19,7.921024040789054e-20,2.9959883681424355e-19,2.0359018333763017e-20,9.162832384858145e-20,2.2544449684855366e-20,1.3453179186719984e-19
292,2.19e-08,6.153740466995772e-20,1.232878886318402e-19,6.060051748103457e-20,2.454258107828325e-19,8.209538985141198e-20,1.3958082380366503e-19,8.005401725575064e-20,3.017302309108276e-19,2.0461586621856763e-20,9.073384042719789e-20,2.1731513048349917e-20,1.3292694009740458e-19
293,2.1975e-08,6.158210228046145e-20,1.2662005402521746e-19,6.011772517857815e-20,2.4831988148425703e-19,8.199307699762857e-20,1.4295594288179622e-19,7.943157074311818e-20,3.043805906225429e-19,2.080001803112169e-20,9.398018234498295e-20,2.1527756404116326e-20,1.3630795678022097e-19
294,2.205e-08,6.191620575219468e-20,1.3093916835382e-19,6.086014491940979e-20,2.5371551902542447e-19,8.211184891610577e-20,1.4676527305431833e-19,7.998331638133701e-20,3.088604383517611e-19,2.1564364039926987e-20,9.931786931356644e-20,2.2651151939816922e-20,1.4353338529331035e-19
295,2.2125e-08,6.250898035823645e-20,1.3217402423125827e-19,6.03689580024329e-20,2.550519625919276e-19,8.296806506356043e-20,1.4831215286416643e-19,7.936815410218758e-20,3.1064837202991446e-19,2.1630770097403533e-20,9.992928674792811e-20,2.240767360780586e-20,1.4396773045313751e-19
296,2.22e-08,6.226324573059616e-20,1.2443152494035316e-19,6.163825760173839e-20,2.483330282726877e-19,8.252407755549549e-20,1.4031246698841957e-19,8.11268321380828e-20,3.0396337668199787e-19,2.1781154017955487e-20,9.270065830915791e-20,2.2699172151190866e-20,1.3718098447830425e-19
297,2.2275e-08,6.314896581846637e-20,1.3264259979802942e-19,6.140918742512302e-20,2.572007530416188e-19,8.350482779069246e-20,1.485661763531674e-19,8.106654717421878e-20,3.1313755131807857e-19,2.2476999416928668e-20,1.0082654742321272e-19,2.2132861207691478e-20,1.4543640804783286e-19
298,2.2349999999999998e-08,6.281263279603988e-20,8.723414708459881e-20,6.219953372814637e-20,2.1224631360878504e-19,8.323230511256214e-20,1.0301201788530961e-19,8.185328706282135e-20,2.680976100606931e-19,2.2013170335488552e-20,5.570922163708488e-20,2.293041329577822e-20,1.0065280526835163e-19
299,2.2425e-08,6.337477382933177e-20,9.45464820313399e-20,6.230027857714237e-20,2.20221534437814e-19,8.426194483772933e-20,1.1053478875611453e-19,8.208697629087825e-20,2.7688370988472207e-19,2.164122706841235e-20,6.260109574336244e-20,2.2765529043642728e-20,1.0700785185541752e-19
300,2.25e-08,6.386893418002119e-20,8.570226637783623e-20,6.957788075332734e-20,2.191490813111848e-19,8.423882355305306e-20,1.0125774914824182e-19,8.877160648951685e-20,2.7426817919081174e-19,2.316894037413916e-20,5.462168263931101e-20,3.122791702652683e-20,1.09018540039977e-19
301,2.2575e-08,6.420971907900124e-20,8.993137020930731e-20,7.072728613505588e-20,2.2486837542336446e-19,8.50398739744446e-20,1.0565142738030056e-19,9.011052415996922e-20,2.8080182551471437e-19,2.2590093184394674e-20,5.852195910398296e-20,3.199866797199665e-20,1.1311072026037427e-19
302,2.265e-08,6.368150391296274e-20,9.524505380233507e-20,7.089371850176757e-20,2.2982027621706534e-19,8.399040440400995e-20,1.1141352423341176e-19,9.057202013970965e-20,2.8597594877713137e-19,2.3103368752139906e-20,6.293969198399233e-20,3.157554940877007e-20,1.176186101449023e-19
303,2.2725e-08,6.407211294871987e-20,9.024090768740054e-20,6.947733909611481e-20,2.2379035973223524e-19,8.450326851217701e-20,1.0607963646733463e-19,8.87966180682488e-20,2.7937952304776044e-19,2.3249706422515457e-20,5.859438514468064e-20,3.087651411858923e-20,1.1272060568578534e-19
304,2.28e-08,6.429289093115611e-20,8.986271662166931e-20,7.277788226358382e-20,2.2693348981640924e-19,8.49568308322535e-20,1.0590997796045541e-19,9.279768313367885e-20,2.8366449192638773e-19,2.3005370386580686e-20,5.77995362513995e-20,3.277738169696819e-20,1.1358228833494839e-19
305,2.2875e-08,6.381283913176136e-20,8.936803827454122e-20,7.086698821012356e-20,2.240478656164261e-19,8.443006674364109e-20,1.0558325906737173e-19,9.074916255714406e-20,2.8076248836815687e-19,2.2618651930681364e-20,5.696926704199122e-20,3.11414718878541e-20,1.1072939086052666e-19
306,2.295e-08,6.575551690759981e-20,8.825995275317954e-20,7.249836970402977e-20,2.2651383936480913e-19,8.696301734246093e-20,1.0432602393502039e-19,9.22526103886781e-20,2.8354165166615943e-19,2.3381936937164426e-20,5.615918943477489e-20,3.302847083607029e-20,1.125695972080096e-19
307,2.3025e-08,6.58173640930794e-20,9.443709927329261e-20,7.0350473395671e-20,2.30604936762043e-19,8.660718254210657e-20,1.1063837208278973e-19,9.031337234592335e-20,2.875589269708197e-19,2.4278332309183307e-20,6.206619676525435e-20,3.0463665532178516e-20,1.1680819460661616e-19
308,2.31e-08,6.571706894371401e-20,9.250531133211062e-20,7.289279276532732e-20,2.31115173041152e-19,8.682641307133165e-20,1.089099015311526e-19,9.360274752678748e-20,2.893390621292717e-19,2.353960987622798e-20,5.97281711492592e-20,3.151333237280049e-20,1.1478111339828767e-19
309,2.3175e-08,6.569058265789338e-20,9.266489108660146e-20,7.220985567712889e-20,2.305653294216237e-19,8.653235617994229e-20,1.0920997934825058e-19,9.303840568229335e-20,2.887807412104862e-19,2.4047742202705787e-20,5.960702918881422e-20,3.0593436428528815e-20,1.1424820782004885e-19
310,2.325e-08,6.628716046477319e-20,9.20631566924326e-20,7.400017453622824e-20,2.32350491693434e-19,8.726901254144611e-20,1.090974175731108e-19,9.514617523249093e-20,2.9151260534704784e-19,2.4364436491264642e-20,5.802790497185875e-20,3.1749473926312735e-20,1.1414181538943611e-19
311,2.3325e-08,6.673913781708334e-20,9.031332797158276e-20,7.426079585159346e-20,2.313132616402596e-19,8.805758960444498e-20,1.0702386090241081e-19,9.52518551920701e-20,2.9033330569892586e-19,2.4143871843507253e-20,5.692489986955717e-20,3.231967533341455e-20,1.1338844704647896e-19
312,2.34e-08,6.723808401764855e-20,9.583553652110032e-20,7.259732418829094e-20,2.356709447270398e-19,8.878782582983901e-20,1.1321341123402523e-19,9.357219943033182e-20,2.9557343649419605e-19,2.418068973274456e-20,6.111372825679924e-20,3.0688540257416277e-20,1.1598295824696007e-19
313,2.3475e-08,6.718250001079871e-20,9.138106324174951e-20,7.060844066408267e-20,2.291720039166309e-19,8.87810467855176e-20,1.0868862219107638e-19,9.105131402471292e-20,2.885209830013069e-19,2.4027591123030332e-20,5.679974916916865e-20,2.976262142985467e-20,1.1058996172205365e-19
314,2.355e-08,6.749684255270857e-20,9.593771605373398e-20,7.494502500212108e-20,2.3837958360856363e-19,8.931131248084273e-20,1.1324172081860004e-19,9.537291706329119e-20,2.9792595036273395e-19,2.39105090830186e-20,6.136350340830823e-20,3.412913910646282e-20,1.1940315159778965e-19
315,2.3625e-08,6.776698362672429e-20,9.746316411331804e-20,7.556078931364124e-20,2.4079093705368355e-19,8.971226190496734e-20,1.1492182444926975e-19,9.614087399591303e-20,3.0077496035015016e-19,2.391928894187538e-20,6.25799423873833e-20,3.4440815426992743e-20,1.2094004675625144e-19
316,2.37e-08,6.812940580412654e-20,9.813065087002004e-20,6.617892274569715e-20,2.3243897941984377e-19,9.039390722032191e-20,1.1599523085777226e-19,8.602537242880066e-20,2.9241451050689485e-19,2.364388832606434e-20,6.243638265230417e-20,2.6524785976527446e-20,1.1260505695489596e-19
317,2.3775e-08,6.803217926344551e-20,9.672432184589099e-20,6.702410546195387e-20,2.3178060657129036e-19,9.011675335530443e-20,1.1437363249239443e-19,8.73496118766603e-20,2.918399977243592e-19,2.3906165013500805e-20,6.14601718627405e-20,2.6412790887257214e-20,1.1177912776349852e-19
318,2.385e-08,6.880950018231797e-20,9.833255684350418e-20,6.725795713897262e-20,2.3440001416479477e-19,9.13763614732757e-20,1.1625936935834715e-19,8.768698362496412e-20,2.95322714456587e-19,2.3719853501361393e-20,6.251394511951124e-20,2.6439804609345088e-20,1.126736032302177e-19
319,2.3925e-08,6.804630320751897e-20,9.71027572624018e-20,7.572970380189082e-20,2.4087876427181157e-19,9.054766638427159e-20,1.1491109213720408e-19,9.660826023184251e-20,3.0206701875331816e-19,2.3087524828968324e-20,6.15208694168496e-20,3.401336937251466e-20,1.1862176361833257e-19
320,2.4e-08,6.930242652942251e-20,9.697073947942528e-20,7.652855046739251e-20,2.428017164762403e-19,9.224200432670009e-20,1.148577651193127e-19,9.767009486838409e-20,3.047698643143969e-19,2.346807479775265e-20,6.123162379660334e-20,3.4286753744317513e-20,1.1898645233867352e-19
321,2.4075e-08,6.863467227155307e-20,9.481481014940776e-20,7.512476980785797e-20,2.385742522288188e-19,9.109262580397226e-20,1.1256451211064188e-19,9.601631769157042e-20,2.9967345560618457e-19,2.3762628397207695e-20,5.93500736135826e-20,3.3382477844893445e-20,1.1649517985568373e-19
322,2.415e-08,7.039102678255917e-20,8.943654864567915e-20,7.77084097764338e-20,2.375359852046721e-19,9.334477514643979e-20,1.0724819462437274e-19,9.87586349415919e-20,2.9935160471240443e-19,2.4528361594571173e-20,5.384804505934408e-20,3.56490731671433e-20,1.1402547982105854e-19
323,2.4225e-08,6.930427088673149e-20,9.221591199107953e-20,7.701377608124011e-20,2.3853395895905114e-19,9.19234630306828e-20,1.1014060658639505e-19,9.81012044007648e-20,3.001652740178427e-19,2.4110064708485006e-20,5.640153196957995e-20,3.488010582562735e-20,1.153917025036923e-19
324,2.43e-08,6.980319008592074e-20,9.608194298308298e-20,7.607259835041825e-20,2.4195773141942197e-19,9.26710385601819e-20,1.1390120584623784e-19,9.70337243239055e-20,3.0360596873032527e-19,2.4112156903949732e-20,6.04782205045529e-20,3.419128610261066e-20,1.187816635111133e-19
325,2.4374999999999998e-08,7.025097372303855e-20,9.674549567830924e-20,7.778924608357327e-20,2.4478571548492106e-19,9.33257759936719e-20,1.1488525297896571e-19,9.883921198643414e-20,3.0705024095907173e-19,2.4146437154956718e-20,6.050141029047416e-20,3.5730427492505603e-20,1.203782749379365e-19
326,2.445e-08,6.940229548581653e-20,9.153694421739956e-20,7.724278591942955e-20,2.3818202562264563e-19,9.213026713765085e-20,1.1003940211327231e-19,9.83569979766454e-20,3.0052666722756856e-19,2.3990742751780338e-20,5.4568166038732e-20,3.5055600500422026e-20,1.1361450929093437e-19
327,2.4525e-08,7.044094906383325e-20,1.0394368646534108e-19,7.720792641218857e-20,2.5159256194136293e-19,9.329056752605821e-20,1.222296148195228e-19,9.780068258190995e-20,3.13320864927491e-19,2.4786340300442345e-20,6.74075444607944e-20,3.6062634299639843e-20,1.282565190608766e-19
328,2.46e-08,7.017302845335187e-20,9.972655205642296e-20,7.727315431677669e-20,2.4717273482655153e-19,9.293053119664426e-20,1.1827658140269624e-19,9.807587583526862e-20,3.0928298843460915e-19,2.4702471214312598e-20,6.266272388994338e-20,3.570834159525863e-20,1.230735366995146e-19
329,2.4675e-08,7.074838031173391e-20,1.011890179970788e-19,7.825729190516304e-20,2.5019469021397577e-19,9.392156546373459e-20,1.2004072139423965e-19,9.88141403589248e-20,3.1277642721689903e-19,2.444727013498256e-20,6.35224309359547e-20,3.7183745092275773e-20,1.2515344616321304e-19
330,2.475e-08,7.122619131796007e-20,9.767318029111962e-20,8.024152654872627e-20,2.4914089815780595e-19,9.449511137753771e-20,1.166293614321584e-19,1.012820052017444e-19,3.124064780114405e-19,2.4733798308296175e-20,5.979784180033313e-20,3.8201663927559127e-20,1.2273330403618842e-19
331,2.4825e-08,7.09700581883759e-20,1.0318151555773367e-19,7.750141543294982e-20,2.516529891790594e-19,9.427526856734155e-20,1.2219301063667938e-19,9.826585620035642e-20,3.1473413540437733e-19,2.440515541946607e-20,6.519565722616828e-20,3.6013089446510493e-20,1.2561390209214483e-19
332,2.49e-08,7.12803019256407e-20,9.818948679146267e-20,8.254055438724195e-20,2.520103431043453e-19,9.421972913351393e-20,1.1757038436706453e-19,1.0361999190041349e-19,3.1541010540099193e-19,2.544625107865961e-20,5.94655449558363e-20,4.042285013729183e-20,1.2533464617178774e-19
333,2.4975e-08,7.094020265962658e-20,9.954787558300234e-20,7.995741171885992e-20,2.5044548996148885e-19,9.366677165744472e-20,1.1891058512793289e-19,1.0107430257947335e-19,3.1365165936485096e-19,2.553145249406415e-20,6.086027428522124e-20,3.776487392509521e-20,1.241566007043806e-19
334,2.505e-08,7.159141990104837e-20,1.0018379080896306e-19,7.862205559775646e-20,2.503972663077679e-19,9.46677862110673e-20,1.1989357678449278e-19,1.0011802123959452e-19,3.146793842351546e-19,2.548375830895978e-20,6.080271453363706e-20,3.567210862197457e-20,1.2195858146457141e-19
335,2.5124999999999998e-08,7.14800400376168e-20,9.998169430553331e-20,8.211078930958676e-20,2.535725236527369e-19,9.450545050638895e-20,1.1944130964024618e-19,1.0352576126874755e-19,3.1747252141538267e-19,2.5474190604894327e-20,6.110047069730821e-20,3.9322671508372927e-20,1.2589733281057546e-19
336,2.52e-08,7.091861384959265e-20,1.0450123483003402e-19,8.218286760887654e-20,2.576027162885032e-19,9.398057958042656e-20,1.2414789571805563e-19,1.037089139414317e-19,3.218373892399139e-19,2.4839725289742837e-20,6.52462854385377e-20,3.917281800300948e-20,1.2925882873129002e-19
337,2.5275e-08,7.23012091180801e-20,1.0646306257321413e-19,8.051501789132896e-20,2.592792895826232e-19,9.577322132567186e-20,1.2626623086521473e-19,1.0242606602670816e-19,3.244655182175948e-19,2.5403028476739517e-20,6.68954040522833e-20,3.673571663645996e-20,1.2903414916548276e-19
338,2.535e-08,7.244119361125717e-20,9.956391544965298e-20,7.889722499091968e-20,2.5090233405182984e-19,9.565307102218061e-20,1.1950956616058733e-19,1.0026814008941089e-19,3.154307772721788e-19,2.6062774487478494e-20,5.971157037682909e-20,3.619713486248898e-20,1.2197147972679657e-19
339,2.5425e-08,7.225054616610661e-20,1.0134657078705435e-19,8.038765646099909e-20,2.5398477341416005e-19,9.569181984441972e-20,1.2103700210544134e-19,1.0168108755753379e-19,3.184099095073948e-19,2.5413782547133307e-20,6.200416602394907e-20,3.784238300054015e-20,1.2526033157162252e-19
340,2.55e-08,7.301213450005638e-20,1.0448861193211579e-19,8.22383628555739e-20,2.597391092877461e-19,9.677044511381447e-20,1.2397999965661109e-19,1.0377538169401122e-19,3.2452582646443674e-19,2.5541916222957682e-20,6.554390559977461e-20,3.9206389668618036e-20,1.3029221149135032e-19
341,2.5575e-08,7.357933338528414e-20,1.0456518762413913e-19,8.9221157436411e-20,2.6736567844583424e-19,9.717559161856812e-20,1.2482771427494914e-19,1.1099630262014508e-19,3.3299960851366236e-19,2.643290336057803e-20,6.407970956988388e-20,4.5713396649379854e-20,1.3622600957984177e-19
342,2.565e-08,7.307375875523848e-20,1.0095598574879364e-19,8.076835025737758e-20,2.547980947614097e-19,9.676105005200074e-20,1.2137169600405014e-19,1.0254742733096844e-19,3.2068017338701937e-19,2.574544040252797e-20,6.016443967237293e-20,3.725273337010523e-20,1.2316261344500615e-19
343,2.5725e-08,7.351314877579037e-20,1.0522612276123778e-19,8.37457945212262e-20,2.6248506605825435e-19,9.727555835478105e-20,1.2589794645423727e-19,1.055095634481017e-19,3.2868306825711995e-19,2.6034740574017915e-20,6.392285003088924e-20,4.0260764028660506e-20,1.3021835463356766e-19
344,2.58e-08,7.322960468410508e-20,1.0018741748720055e-19,7.997409943251064e-20,2.533911216038163e-19,9.65811330191265e-20,1.206342855472781e-19,1.0162538318579345e-19,3.1884080175219806e-19,2.657215646784163e-20,5.93336166562253e-20,3.6713819589525636e-20,1.2261959271359257e-19
345,2.5875e-08,7.329993395024502e-20,1.1087854616325225e-19,8.151305467201388e-20,2.6569153478551117e-19,9.674143926095535e-20,1.3167601827212178e-19,1.0322043049611114e-19,3.316378880291883e-19,2.6462707518884362e-20,6.932422200822583e-20,3.8140700242225794e-20,1.33927629769336e-19
346,2.595e-08,7.408280127556672e-20,1.0275046180819878e-19,7.909601625042815e-20,2.5592927933419364e-19,9.781756937351012e-20,1.2347003976147076e-19,1.008717814773773e-19,3.221593906123582e-19,2.6659622048621213e-20,6.135177382734476e-20,3.558701658798871e-20,1.2359841246395468e-19
347,2.6025e-08,7.389454255746504e-20,1.0308096148160347e-19,8.140311492629286e-20,2.583786189653614e-19,9.776322896381597e-20,1.2366109061678764e-19,1.0323913433040486e-19,3.246634539110085e-19,2.6203788272900562e-20,6.196089877595229e-20,3.777372459346745e-20,1.259384116423203e-19
348,2.61e-08,7.483573543568105e-20,1.0588980142832978e-19,8.25610497064497e-20,2.632865865704605e-19,9.894934730928384e-20,1.2612301806011094e-19,1.0423102477206029e-19,3.293033901414551e-19,2.6655608586666068e-20,6.546288616600145e-20,3.9263423745278494e-20,1.31381918497946e-19
349,2.6175e-08,7.467396942446796e-20,1.3775955405497298e-19,8.242141806344384e-20,2.9485494154288475e-19,9.854685319914722e-20,1.5840504760908354e-19,1.044341823728958e-19,3.6138608318112654e-19,2.6974828601231894e-20,9.650889017634974e-20,3.843888312483187e-20,1.619226019024135e-19
350,2.625e-08,7.407976890495789e-20,1.3699995353606837e-19,8.151301444951332e-20,2.9259273689053957e-19,9.798699734483666e-20,1.5768817949763864e-19,1.0360990502131085e-19,3.5928508186378616e-19,2.6312005830746958e-20,9.566390830425895e-20,3.736239129531632e-20,1.5933830543032223e-19
351,2.6325e-08,7.449222511018355e-20,1.38577726366899e-19,8.419382863839091e-20,2.972637801154735e-19,9.862697724506912e-20,1.5992105363932122e-19,1.0614076925121953e-19,3.646888001356099e-19,2.626985902817586e-20,9.59327580081335e-20,4.0342812531118096e-20,1.6254542956742747e-19
352,2.6399999999999998e-08,7.449712504096691e-20,1.3440426501371096e-19,8.383045440101826e-20,2.927318444556961e-19,9.823877792239749e-20,1.5512566464121525e-19,1.0584358813899691e-19,3.5920803070260965e-19,2.7060189693889828e-20,9.300193724234985e-20,3.984718132689294e-20,1.5990930826313262e-19
353,2.6475e-08,7.432446250225895e-20,1.400154972696942e-19,8.283411915085619e-20,2.9717407892280937e-19,9.812654382271571e-20,1.6065150785246534e-19,1.0460595788053272e-19,3.6338400955571374e-19,2.676678830142444e-20,9.878378081232131e-20,3.933296481402205e-20,1.648835339277678e-19
354,2.655e-08,7.45698205891951e-20,1.372278816481477e-19,8.469034170623249e-20,2.964880439435753e-19,9.844616800552848e-20,1.5780624651183667e-19,1.0687683378032702e-19,3.631292482976922e-19,2.686375924757583e-20,9.611134403964412e-20,4.036069055037564e-20,1.633357938375956e-19
355,2.6625e-08,7.446480353147409e-20,1.378396135527377e-19,8.38678918426064e-20,2.9617230892681818e-19,9.867482319771428e-20,1.5865482225776278e-19,1.0603433124024396e-19,3.63363976695721e-19,2.6092049393654358e-20,9.624985084718952e-20,3.957830687427979e-20,1.6192020711512366e-19
356,2.67e-08,7.444680366028947e-20,1.4193310252490486e-19,8.511011353736006e-20,3.0149001972255436e-19,9.85401834443164e-20,1.6271346741128437e-19,1.0754874431549526e-19,3.6880239517109603e-19,2.6307101474626347e-20,1.0041295940231456e-19,4.0276677431828195e-20,1.669967383087691e-19
357,2.6775e-08,7.601350523188943e-20,1.4151922959909007e-19,8.555503013242132e-20,3.030877649634008e-19,1.0076200414134879e-19,1.620069197206217e-19,1.0817680161525379e-19,3.709457254772243e-19,2.6564844324903208e-20,1.0058386437579546e-19,4.035567031418378e-20,1.6750437901488245e-19
358,2.685e-08,7.54852573612883e-20,1.3713360713179863e-19,8.269834850828153e-20,2.9531721300136846e-19,1.0008234562111726e-19,1.5800465251148736e-19,1.052218496928858e-19,3.6330884782549044e-19,2.6339122029637828e-20,9.543228013292836e-20,3.7695337352324196e-20,1.5946673951489038e-19
